image,ground_truth,bbox,predicted_class,confidence
75.jpg,autorickshaw,"{'xmin': 203, 'ymin': 346, 'xmax': 355, 'ymax': 494, 'class': 'autorickshaw', 'class_id': 5}",,
75.jpg,car,"{'xmin': 917, 'ymin': 355, 'xmax': 1278, 'ymax': 633, 'class': 'car', 'class_id': 0}",,
75.jpg,car,"{'xmin': 1, 'ymin': 393, 'xmax': 209, 'ymax': 706, 'class': 'car', 'class_id': 0}",,
750.jpg,scooter,"{'xmin': 1133, 'ymin': 596, 'xmax': 1190, 'ymax': 697, 'class': 'scooter', 'class_id': 6}",,
750.jpg,scooter,"{'xmin': 1200, 'ymin': 641, 'xmax': 1330, 'ymax': 824, 'class': 'scooter', 'class_id': 6}",,
750.jpg,scooter,"{'xmin': 410, 'ymin': 651, 'xmax': 562, 'ymax': 857, 'class': 'scooter', 'class_id': 6}",,
750.jpg,scooter,"{'xmin': 1749, 'ymin': 728, 'xmax': 1920, 'ymax': 1021, 'class': 'scooter', 'class_id': 6}",,
750.jpg,scooter,"{'xmin': 1333, 'ymin': 601, 'xmax': 1383, 'ymax': 674, 'class': 'scooter', 'class_id': 6}",,
750.jpg,motorcycle,"{'xmin': 1374, 'ymin': 605, 'xmax': 1514, 'ymax': 687, 'class': 'motorcycle', 'class_id': 4}",,
752.jpg,car,"{'xmin': 1081, 'ymin': 573, 'xmax': 1251, 'ymax': 707, 'class': 'car', 'class_id': 0}",,
752.jpg,car,"{'xmin': 1458, 'ymin': 579, 'xmax': 1651, 'ymax': 693, 'class': 'car', 'class_id': 0}",,
752.jpg,bus,"{'xmin': 990, 'ymin': 487, 'xmax': 1152, 'ymax': 652, 'class': 'bus', 'class_id': 2}",,
755.jpg,car,"{'xmin': 448, 'ymin': 457, 'xmax': 619, 'ymax': 589, 'class': 'car', 'class_id': 0}",,
755.jpg,car,"{'xmin': 761, 'ymin': 458, 'xmax': 1010, 'ymax': 702, 'class': 'car', 'class_id': 0}",,
755.jpg,motorcycle,"{'xmin': 535, 'ymin': 547, 'xmax': 680, 'ymax': 727, 'class': 'motorcycle', 'class_id': 4}",,
755.jpg,car,"{'xmin': 0, 'ymin': 459, 'xmax': 362, 'ymax': 779, 'class': 'car', 'class_id': 0}",,
756.jpg,car,"{'xmin': 1354, 'ymin': 441, 'xmax': 1510, 'ymax': 557, 'class': 'car', 'class_id': 0}",,
756.jpg,bus,"{'xmin': 902, 'ymin': 155, 'xmax': 1380, 'ymax': 683, 'class': 'bus', 'class_id': 2}",,
756.jpg,car,"{'xmin': 1490, 'ymin': 485, 'xmax': 1767, 'ymax': 619, 'class': 'car', 'class_id': 0}",,
757.jpg,motorcycle,"{'xmin': 926, 'ymin': 639, 'xmax': 1006, 'ymax': 761, 'class': 'motorcycle', 'class_id': 4}",,
757.jpg,motorcycle,"{'xmin': 758, 'ymin': 662, 'xmax': 851, 'ymax': 775, 'class': 'motorcycle', 'class_id': 4}",,
757.jpg,autorickshaw,"{'xmin': 1051, 'ymin': 477, 'xmax': 1228, 'ymax': 745, 'class': 'autorickshaw', 'class_id': 5}",,
758.jpg,autorickshaw,"{'xmin': 1102, 'ymin': 449, 'xmax': 1267, 'ymax': 622, 'class': 'autorickshaw', 'class_id': 5}",,
758.jpg,truck,"{'xmin': 889, 'ymin': 400, 'xmax': 1021, 'ymax': 536, 'class': 'truck', 'class_id': 1}",,
758.jpg,scooter,"{'xmin': 1071, 'ymin': 494, 'xmax': 1120, 'ymax': 553, 'class': 'scooter', 'class_id': 6}",,
758.jpg,autorickshaw,"{'xmin': 680, 'ymin': 439, 'xmax': 733, 'ymax': 502, 'class': 'autorickshaw', 'class_id': 5}",,
758.jpg,motorcycle,"{'xmin': 765, 'ymin': 503, 'xmax': 899, 'ymax': 692, 'class': 'motorcycle', 'class_id': 4}",,
758.jpg,autorickshaw,"{'xmin': 746, 'ymin': 434, 'xmax': 794, 'ymax': 491, 'class': 'autorickshaw', 'class_id': 5}",,
758.jpg,scooter,"{'xmin': 891, 'ymin': 493, 'xmax': 968, 'ymax': 581, 'class': 'scooter', 'class_id': 6}",,
758.jpg,autorickshaw,"{'xmin': 1, 'ymin': 450, 'xmax': 717, 'ymax': 1078, 'class': 'autorickshaw', 'class_id': 5}",,
758.jpg,motorcycle,"{'xmin': 831, 'ymin': 470, 'xmax': 884, 'ymax': 554, 'class': 'motorcycle', 'class_id': 4}",,
758.jpg,autorickshaw,"{'xmin': 806, 'ymin': 435, 'xmax': 849, 'ymax': 475, 'class': 'autorickshaw', 'class_id': 5}",,
758.jpg,scooter,"{'xmin': 1371, 'ymin': 473, 'xmax': 1470, 'ymax': 546, 'class': 'scooter', 'class_id': 6}",,
759.jpg,car,"{'xmin': 1106, 'ymin': 627, 'xmax': 1299, 'ymax': 769, 'class': 'car', 'class_id': 0}",,
76.jpg,scooter,"{'xmin': 240, 'ymin': 670, 'xmax': 362, 'ymax': 906, 'class': 'scooter', 'class_id': 6}",,
76.jpg,motorcycle,"{'xmin': 322, 'ymin': 670, 'xmax': 540, 'ymax': 961, 'class': 'motorcycle', 'class_id': 4}",,
76.jpg,autorickshaw,"{'xmin': 1136, 'ymin': 553, 'xmax': 1302, 'ymax': 752, 'class': 'autorickshaw', 'class_id': 5}",,
76.jpg,scooter,"{'xmin': 509, 'ymin': 767, 'xmax': 759, 'ymax': 1080, 'class': 'scooter', 'class_id': 6}",,
76.jpg,autorickshaw,"{'xmin': 575, 'ymin': 544, 'xmax': 875, 'ymax': 940, 'class': 'autorickshaw', 'class_id': 5}",,
76.jpg,autorickshaw,"{'xmin': 1527, 'ymin': 553, 'xmax': 1772, 'ymax': 728, 'class': 'autorickshaw', 'class_id': 5}",,
76.jpg,motorcycle,"{'xmin': 6, 'ymin': 655, 'xmax': 184, 'ymax': 804, 'class': 'motorcycle', 'class_id': 4}",,
76.jpg,scooter,"{'xmin': 1146, 'ymin': 804, 'xmax': 1667, 'ymax': 1080, 'class': 'scooter', 'class_id': 6}",,
76.jpg,autorickshaw,"{'xmin': 927, 'ymin': 558, 'xmax': 1139, 'ymax': 747, 'class': 'autorickshaw', 'class_id': 5}",,
760.jpg,motorcycle,"{'xmin': 407, 'ymin': 852, 'xmax': 705, 'ymax': 1080, 'class': 'motorcycle', 'class_id': 4}",,
760.jpg,autorickshaw,"{'xmin': 750, 'ymin': 408, 'xmax': 1613, 'ymax': 1076, 'class': 'autorickshaw', 'class_id': 5}",,
760.jpg,bus,"{'xmin': 0, 'ymin': 9, 'xmax': 682, 'ymax': 1068, 'class': 'bus', 'class_id': 2}",,
760.jpg,car,"{'xmin': 1622, 'ymin': 618, 'xmax': 1920, 'ymax': 1080, 'class': 'car', 'class_id': 0}",,
762.jpg,motorcycle,"{'xmin': 1055, 'ymin': 632, 'xmax': 1151, 'ymax': 730, 'class': 'motorcycle', 'class_id': 4}",,
762.jpg,scooter,"{'xmin': 1445, 'ymin': 657, 'xmax': 1787, 'ymax': 923, 'class': 'scooter', 'class_id': 6}",,
762.jpg,motorcycle,"{'xmin': 966, 'ymin': 640, 'xmax': 1141, 'ymax': 778, 'class': 'motorcycle', 'class_id': 4}",,
762.jpg,car,"{'xmin': 1677, 'ymin': 588, 'xmax': 1917, 'ymax': 866, 'class': 'car', 'class_id': 0}",,
762.jpg,autorickshaw,"{'xmin': 225, 'ymin': 557, 'xmax': 453, 'ymax': 770, 'class': 'autorickshaw', 'class_id': 5}",,
762.jpg,autorickshaw,"{'xmin': 481, 'ymin': 550, 'xmax': 658, 'ymax': 782, 'class': 'autorickshaw', 'class_id': 5}",,
762.jpg,motorcycle,"{'xmin': 1137, 'ymin': 628, 'xmax': 1314, 'ymax': 737, 'class': 'motorcycle', 'class_id': 4}",,
762.jpg,car,"{'xmin': 545, 'ymin': 573, 'xmax': 1056, 'ymax': 970, 'class': 'car', 'class_id': 0}",,
764.jpg,scooter,"{'xmin': 1746, 'ymin': 600, 'xmax': 1884, 'ymax': 713, 'class': 'scooter', 'class_id': 6}",,
764.jpg,autorickshaw,"{'xmin': 1, 'ymin': 547, 'xmax': 303, 'ymax': 884, 'class': 'autorickshaw', 'class_id': 5}",,
764.jpg,autorickshaw,"{'xmin': 554, 'ymin': 532, 'xmax': 905, 'ymax': 966, 'class': 'autorickshaw', 'class_id': 5}",,
764.jpg,scooter,"{'xmin': 1223, 'ymin': 607, 'xmax': 1298, 'ymax': 746, 'class': 'scooter', 'class_id': 6}",,
764.jpg,autorickshaw,"{'xmin': 331, 'ymin': 552, 'xmax': 581, 'ymax': 811, 'class': 'autorickshaw', 'class_id': 5}",,
764.jpg,truck,"{'xmin': 1321, 'ymin': 512, 'xmax': 1590, 'ymax': 746, 'class': 'truck', 'class_id': 1}",,
766.jpg,autorickshaw,"{'xmin': 381, 'ymin': 335, 'xmax': 598, 'ymax': 594, 'class': 'autorickshaw', 'class_id': 5}",,
766.jpg,car,"{'xmin': 1, 'ymin': 351, 'xmax': 314, 'ymax': 720, 'class': 'car', 'class_id': 0}",,
767.jpg,scooter,"{'xmin': 277, 'ymin': 694, 'xmax': 610, 'ymax': 1079, 'class': 'scooter', 'class_id': 6}",,
767.jpg,car,"{'xmin': 617, 'ymin': 496, 'xmax': 1239, 'ymax': 1075, 'class': 'car', 'class_id': 0}",,
767.jpg,car,"{'xmin': 1261, 'ymin': 550, 'xmax': 1919, 'ymax': 1019, 'class': 'car', 'class_id': 0}",,
768.jpg,autorickshaw,"{'xmin': 209, 'ymin': 428, 'xmax': 500, 'ymax': 607, 'class': 'autorickshaw', 'class_id': 5}",,
768.jpg,truck,"{'xmin': 605, 'ymin': 373, 'xmax': 739, 'ymax': 564, 'class': 'truck', 'class_id': 1}",,
768.jpg,truck,"{'xmin': 1036, 'ymin': 414, 'xmax': 1113, 'ymax': 523, 'class': 'truck', 'class_id': 1}",,
768.jpg,motorcycle,"{'xmin': 1428, 'ymin': 532, 'xmax': 1562, 'ymax': 709, 'class': 'motorcycle', 'class_id': 4}",,
768.jpg,autorickshaw,"{'xmin': 164, 'ymin': 411, 'xmax': 384, 'ymax': 573, 'class': 'autorickshaw', 'class_id': 5}",,
768.jpg,motorcycle,"{'xmin': 2, 'ymin': 452, 'xmax': 89, 'ymax': 581, 'class': 'motorcycle', 'class_id': 4}",,
768.jpg,scooter,"{'xmin': 883, 'ymin': 490, 'xmax': 979, 'ymax': 633, 'class': 'scooter', 'class_id': 6}",,
768.jpg,scooter,"{'xmin': 784, 'ymin': 496, 'xmax': 841, 'ymax': 592, 'class': 'scooter', 'class_id': 6}",,
769.jpg,autorickshaw,"{'xmin': 958, 'ymin': 542, 'xmax': 1119, 'ymax': 738, 'class': 'autorickshaw', 'class_id': 5}",,
769.jpg,motorcycle,"{'xmin': 2, 'ymin': 867, 'xmax': 212, 'ymax': 1079, 'class': 'motorcycle', 'class_id': 4}",,
77.jpg,motorcycle,"{'xmin': 1413, 'ymin': 792, 'xmax': 1921, 'ymax': 1078, 'class': 'motorcycle', 'class_id': 4}",,
77.jpg,motorcycle,"{'xmin': 597, 'ymin': 685, 'xmax': 777, 'ymax': 974, 'class': 'motorcycle', 'class_id': 4}",,
77.jpg,motorcycle,"{'xmin': 1188, 'ymin': 651, 'xmax': 1400, 'ymax': 971, 'class': 'motorcycle', 'class_id': 4}",,
77.jpg,truck,"{'xmin': 96, 'ymin': 473, 'xmax': 463, 'ymax': 784, 'class': 'truck', 'class_id': 1}",,
77.jpg,truck,"{'xmin': 500, 'ymin': 470, 'xmax': 729, 'ymax': 736, 'class': 'truck', 'class_id': 1}",,
77.jpg,bus,"{'xmin': 803, 'ymin': 375, 'xmax': 1149, 'ymax': 773, 'class': 'bus', 'class_id': 2}",,
77.jpg,truck,"{'xmin': 151, 'ymin': 434, 'xmax': 500, 'ymax': 690, 'class': 'truck', 'class_id': 1}",,
770.jpg,truck,"{'xmin': 1, 'ymin': 277, 'xmax': 546, 'ymax': 1079, 'class': 'truck', 'class_id': 1}",,
770.jpg,autorickshaw,"{'xmin': 715, 'ymin': 546, 'xmax': 963, 'ymax': 853, 'class': 'autorickshaw', 'class_id': 5}",,
770.jpg,scooter,"{'xmin': 1145, 'ymin': 623, 'xmax': 1291, 'ymax': 873, 'class': 'scooter', 'class_id': 6}",,
770.jpg,scooter,"{'xmin': 531, 'ymin': 607, 'xmax': 625, 'ymax': 737, 'class': 'scooter', 'class_id': 6}",,
771.jpg,car,"{'xmin': 1052, 'ymin': 557, 'xmax': 1549, 'ymax': 1003, 'class': 'car', 'class_id': 0}",,
771.jpg,motorcycle,"{'xmin': 1613, 'ymin': 677, 'xmax': 1920, 'ymax': 1058, 'class': 'motorcycle', 'class_id': 4}",,
771.jpg,motorcycle,"{'xmin': 975, 'ymin': 592, 'xmax': 1048, 'ymax': 712, 'class': 'motorcycle', 'class_id': 4}",,
772.jpg,car,"{'xmin': 1117, 'ymin': 570, 'xmax': 1299, 'ymax': 667, 'class': 'car', 'class_id': 0}",,
772.jpg,car,"{'xmin': 885, 'ymin': 594, 'xmax': 1127, 'ymax': 805, 'class': 'car', 'class_id': 0}",,
772.jpg,autorickshaw,"{'xmin': 541, 'ymin': 550, 'xmax': 791, 'ymax': 783, 'class': 'autorickshaw', 'class_id': 5}",,
772.jpg,car,"{'xmin': 282, 'ymin': 573, 'xmax': 553, 'ymax': 711, 'class': 'car', 'class_id': 0}",,
773.jpg,motorcycle,"{'xmin': 1, 'ymin': 777, 'xmax': 281, 'ymax': 1079, 'class': 'motorcycle', 'class_id': 4}",,
774.jpg,car,"{'xmin': 1245, 'ymin': 612, 'xmax': 1659, 'ymax': 886, 'class': 'car', 'class_id': 0}",,
774.jpg,car,"{'xmin': 816, 'ymin': 579, 'xmax': 938, 'ymax': 689, 'class': 'car', 'class_id': 0}",,
775.jpg,scooter,"{'xmin': 405, 'ymin': 589, 'xmax': 538, 'ymax': 709, 'class': 'scooter', 'class_id': 6}",,
775.jpg,motorcycle,"{'xmin': 823, 'ymin': 575, 'xmax': 855, 'ymax': 618, 'class': 'motorcycle', 'class_id': 4}",,
775.jpg,car,"{'xmin': 1211, 'ymin': 547, 'xmax': 1350, 'ymax': 639, 'class': 'car', 'class_id': 0}",,
775.jpg,car,"{'xmin': 409, 'ymin': 551, 'xmax': 619, 'ymax': 655, 'class': 'car', 'class_id': 0}",,
776.jpg,bus,"{'xmin': 1, 'ymin': 28, 'xmax': 602, 'ymax': 1079, 'class': 'bus', 'class_id': 2}",,
777.jpg,scooter,"{'xmin': 457, 'ymin': 499, 'xmax': 585, 'ymax': 633, 'class': 'scooter', 'class_id': 6}",,
777.jpg,scooter,"{'xmin': 19, 'ymin': 692, 'xmax': 381, 'ymax': 1078, 'class': 'scooter', 'class_id': 6}",,
777.jpg,scooter,"{'xmin': 1013, 'ymin': 478, 'xmax': 1065, 'ymax': 533, 'class': 'scooter', 'class_id': 6}",,
777.jpg,autorickshaw,"{'xmin': 1175, 'ymin': 460, 'xmax': 1274, 'ymax': 553, 'class': 'autorickshaw', 'class_id': 5}",,
777.jpg,car,"{'xmin': 1090, 'ymin': 462, 'xmax': 1184, 'ymax': 539, 'class': 'car', 'class_id': 0}",,
777.jpg,motorcycle,"{'xmin': 298, 'ymin': 508, 'xmax': 492, 'ymax': 707, 'class': 'motorcycle', 'class_id': 4}",,
777.jpg,car,"{'xmin': 659, 'ymin': 503, 'xmax': 895, 'ymax': 712, 'class': 'car', 'class_id': 0}",,
777.jpg,car,"{'xmin': 978, 'ymin': 411, 'xmax': 1088, 'ymax': 517, 'class': 'car', 'class_id': 0}",,
777.jpg,motorcycle,"{'xmin': 561, 'ymin': 555, 'xmax': 734, 'ymax': 825, 'class': 'motorcycle', 'class_id': 4}",,
779.jpg,car,"{'xmin': 1290, 'ymin': 594, 'xmax': 1920, 'ymax': 1062, 'class': 'car', 'class_id': 0}",,
779.jpg,car,"{'xmin': 857, 'ymin': 548, 'xmax': 1010, 'ymax': 685, 'class': 'car', 'class_id': 0}",,
779.jpg,motorcycle,"{'xmin': 686, 'ymin': 596, 'xmax': 773, 'ymax': 708, 'class': 'motorcycle', 'class_id': 4}",,
78.jpg,car,"{'xmin': 753, 'ymin': 598, 'xmax': 1176, 'ymax': 825, 'class': 'car', 'class_id': 0}",,
78.jpg,car,"{'xmin': 1123, 'ymin': 611, 'xmax': 1803, 'ymax': 890, 'class': 'car', 'class_id': 0}",,
78.jpg,scooter,"{'xmin': 626, 'ymin': 701, 'xmax': 1005, 'ymax': 970, 'class': 'scooter', 'class_id': 6}",,
781.jpg,motorcycle,"{'xmin': 712, 'ymin': 721, 'xmax': 943, 'ymax': 1073, 'class': 'motorcycle', 'class_id': 4}",,
781.jpg,autorickshaw,"{'xmin': 215, 'ymin': 562, 'xmax': 610, 'ymax': 950, 'class': 'autorickshaw', 'class_id': 5}",,
781.jpg,car,"{'xmin': 1042, 'ymin': 617, 'xmax': 1106, 'ymax': 674, 'class': 'car', 'class_id': 0}",,
781.jpg,car,"{'xmin': 961, 'ymin': 609, 'xmax': 1030, 'ymax': 668, 'class': 'car', 'class_id': 0}",,
782.jpg,car,"{'xmin': 302, 'ymin': 596, 'xmax': 767, 'ymax': 921, 'class': 'car', 'class_id': 0}",,
783.jpg,bus,"{'xmin': 1110, 'ymin': 1, 'xmax': 1920, 'ymax': 1078, 'class': 'bus', 'class_id': 2}",,
783.jpg,scooter,"{'xmin': 675, 'ymin': 591, 'xmax': 810, 'ymax': 846, 'class': 'scooter', 'class_id': 6}",,
783.jpg,bus,"{'xmin': 1, 'ymin': 1, 'xmax': 600, 'ymax': 1080, 'class': 'bus', 'class_id': 2}",,
783.jpg,bus,"{'xmin': 582, 'ymin': 374, 'xmax': 780, 'ymax': 595, 'class': 'bus', 'class_id': 2}",,
783.jpg,bus,"{'xmin': 869, 'ymin': 347, 'xmax': 1172, 'ymax': 623, 'class': 'bus', 'class_id': 2}",,
784.jpg,motorcycle,"{'xmin': 250, 'ymin': 551, 'xmax': 343, 'ymax': 672, 'class': 'motorcycle', 'class_id': 4}",,
784.jpg,autorickshaw,"{'xmin': 2, 'ymin': 544, 'xmax': 258, 'ymax': 1078, 'class': 'autorickshaw', 'class_id': 5}",,
784.jpg,autorickshaw,"{'xmin': 773, 'ymin': 493, 'xmax': 1090, 'ymax': 865, 'class': 'autorickshaw', 'class_id': 5}",,
784.jpg,scooter,"{'xmin': 1410, 'ymin': 564, 'xmax': 1502, 'ymax': 706, 'class': 'scooter', 'class_id': 6}",,
784.jpg,motorcycle,"{'xmin': 481, 'ymin': 755, 'xmax': 680, 'ymax': 1077, 'class': 'motorcycle', 'class_id': 4}",,
784.jpg,motorcycle,"{'xmin': 1245, 'ymin': 669, 'xmax': 1460, 'ymax': 956, 'class': 'motorcycle', 'class_id': 4}",,
785.jpg,truck,"{'xmin': 1607, 'ymin': 499, 'xmax': 1921, 'ymax': 765, 'class': 'truck', 'class_id': 1}",,
785.jpg,car,"{'xmin': 929, 'ymin': 558, 'xmax': 1065, 'ymax': 679, 'class': 'car', 'class_id': 0}",,
785.jpg,car,"{'xmin': 679, 'ymin': 575, 'xmax': 901, 'ymax': 767, 'class': 'car', 'class_id': 0}",,
785.jpg,car,"{'xmin': 1138, 'ymin': 524, 'xmax': 1527, 'ymax': 825, 'class': 'car', 'class_id': 0}",,
786.jpg,autorickshaw,"{'xmin': 855, 'ymin': 600, 'xmax': 1236, 'ymax': 1068, 'class': 'autorickshaw', 'class_id': 5}",,
786.jpg,car,"{'xmin': 1625, 'ymin': 654, 'xmax': 1920, 'ymax': 1080, 'class': 'car', 'class_id': 0}",,
786.jpg,car,"{'xmin': 1381, 'ymin': 624, 'xmax': 1756, 'ymax': 863, 'class': 'car', 'class_id': 0}",,
786.jpg,scooter,"{'xmin': 1284, 'ymin': 662, 'xmax': 1410, 'ymax': 870, 'class': 'scooter', 'class_id': 6}",,
786.jpg,motorcycle,"{'xmin': 622, 'ymin': 669, 'xmax': 754, 'ymax': 874, 'class': 'motorcycle', 'class_id': 4}",,
787.jpg,motorcycle,"{'xmin': 386, 'ymin': 488, 'xmax': 457, 'ymax': 583, 'class': 'motorcycle', 'class_id': 4}",,
787.jpg,truck,"{'xmin': 946, 'ymin': 439, 'xmax': 1016, 'ymax': 523, 'class': 'truck', 'class_id': 1}",,
787.jpg,scooter,"{'xmin': 229, 'ymin': 479, 'xmax': 339, 'ymax': 574, 'class': 'scooter', 'class_id': 6}",,
787.jpg,car,"{'xmin': 496, 'ymin': 482, 'xmax': 618, 'ymax': 593, 'class': 'car', 'class_id': 0}",,
787.jpg,scooter,"{'xmin': 944, 'ymin': 489, 'xmax': 986, 'ymax': 547, 'class': 'scooter', 'class_id': 6}",,
787.jpg,car,"{'xmin': 1335, 'ymin': 473, 'xmax': 1494, 'ymax': 605, 'class': 'car', 'class_id': 0}",,
787.jpg,car,"{'xmin': 1589, 'ymin': 483, 'xmax': 1864, 'ymax': 651, 'class': 'car', 'class_id': 0}",,
788.jpg,car,"{'xmin': 1364, 'ymin': 569, 'xmax': 1562, 'ymax': 700, 'class': 'car', 'class_id': 0}",,
788.jpg,motorcycle,"{'xmin': 1301, 'ymin': 609, 'xmax': 1385, 'ymax': 732, 'class': 'motorcycle', 'class_id': 4}",,
788.jpg,scooter,"{'xmin': 1674, 'ymin': 566, 'xmax': 1795, 'ymax': 683, 'class': 'scooter', 'class_id': 6}",,
788.jpg,motorcycle,"{'xmin': 1723, 'ymin': 574, 'xmax': 1860, 'ymax': 696, 'class': 'motorcycle', 'class_id': 4}",,
788.jpg,scooter,"{'xmin': 735, 'ymin': 619, 'xmax': 837, 'ymax': 759, 'class': 'scooter', 'class_id': 6}",,
788.jpg,scooter,"{'xmin': 177, 'ymin': 643, 'xmax': 330, 'ymax': 778, 'class': 'scooter', 'class_id': 6}",,
788.jpg,motorcycle,"{'xmin': 1764, 'ymin': 578, 'xmax': 1885, 'ymax': 705, 'class': 'motorcycle', 'class_id': 4}",,
788.jpg,scooter,"{'xmin': 1612, 'ymin': 572, 'xmax': 1712, 'ymax': 670, 'class': 'scooter', 'class_id': 6}",,
788.jpg,motorcycle,"{'xmin': 319, 'ymin': 655, 'xmax': 505, 'ymax': 892, 'class': 'motorcycle', 'class_id': 4}",,
788.jpg,autorickshaw,"{'xmin': 1115, 'ymin': 554, 'xmax': 1274, 'ymax': 743, 'class': 'autorickshaw', 'class_id': 5}",,
788.jpg,autorickshaw,"{'xmin': 807, 'ymin': 543, 'xmax': 1084, 'ymax': 891, 'class': 'autorickshaw', 'class_id': 5}",,
79.jpg,car,"{'xmin': 1364, 'ymin': 461, 'xmax': 1920, 'ymax': 1080, 'class': 'car', 'class_id': 0}",,
79.jpg,car,"{'xmin': 87, 'ymin': 420, 'xmax': 512, 'ymax': 730, 'class': 'car', 'class_id': 0}",,
79.jpg,bus,"{'xmin': 936, 'ymin': 382, 'xmax': 1064, 'ymax': 534, 'class': 'bus', 'class_id': 2}",,
79.jpg,scooter,"{'xmin': 782, 'ymin': 525, 'xmax': 905, 'ymax': 737, 'class': 'scooter', 'class_id': 6}",,
790.jpg,car,"{'xmin': 1, 'ymin': 681, 'xmax': 502, 'ymax': 1051, 'class': 'car', 'class_id': 0}",,
790.jpg,autorickshaw,"{'xmin': 2, 'ymin': 627, 'xmax': 198, 'ymax': 730, 'class': 'autorickshaw', 'class_id': 5}",,
790.jpg,car,"{'xmin': 1422, 'ymin': 581, 'xmax': 1804, 'ymax': 803, 'class': 'car', 'class_id': 0}",,
790.jpg,car,"{'xmin': 642, 'ymin': 587, 'xmax': 1431, 'ymax': 949, 'class': 'car', 'class_id': 0}",,
790.jpg,car,"{'xmin': 418, 'ymin': 598, 'xmax': 792, 'ymax': 879, 'class': 'car', 'class_id': 0}",,
791.jpg,motorcycle,"{'xmin': 671, 'ymin': 605, 'xmax': 726, 'ymax': 713, 'class': 'motorcycle', 'class_id': 4}",,
793.jpg,motorcycle,"{'xmin': 264, 'ymin': 601, 'xmax': 396, 'ymax': 766, 'class': 'motorcycle', 'class_id': 4}",,
793.jpg,autorickshaw,"{'xmin': 1479, 'ymin': 535, 'xmax': 1826, 'ymax': 899, 'class': 'autorickshaw', 'class_id': 5}",,
793.jpg,autorickshaw,"{'xmin': 1688, 'ymin': 512, 'xmax': 1906, 'ymax': 707, 'class': 'autorickshaw', 'class_id': 5}",,
793.jpg,autorickshaw,"{'xmin': 803, 'ymin': 543, 'xmax': 994, 'ymax': 701, 'class': 'autorickshaw', 'class_id': 5}",,
793.jpg,autorickshaw,"{'xmin': 1154, 'ymin': 542, 'xmax': 1409, 'ymax': 859, 'class': 'autorickshaw', 'class_id': 5}",,
793.jpg,scooter,"{'xmin': 97, 'ymin': 602, 'xmax': 223, 'ymax': 797, 'class': 'scooter', 'class_id': 6}",,
793.jpg,scooter,"{'xmin': 409, 'ymin': 611, 'xmax': 581, 'ymax': 736, 'class': 'scooter', 'class_id': 6}",,
793.jpg,motorcycle,"{'xmin': 1087, 'ymin': 607, 'xmax': 1166, 'ymax': 719, 'class': 'motorcycle', 'class_id': 4}",,
794.jpg,car,"{'xmin': 1495, 'ymin': 513, 'xmax': 1687, 'ymax': 623, 'class': 'car', 'class_id': 0}",,
794.jpg,mini-bus,"{'xmin': 1707, 'ymin': 401, 'xmax': 1920, 'ymax': 703, 'class': 'mini-bus', 'class_id': 3}",,
794.jpg,car,"{'xmin': 588, 'ymin': 486, 'xmax': 725, 'ymax': 576, 'class': 'car', 'class_id': 0}",,
794.jpg,motorcycle,"{'xmin': 1064, 'ymin': 497, 'xmax': 1095, 'ymax': 555, 'class': 'motorcycle', 'class_id': 4}",,
796.jpg,truck,"{'xmin': 1439, 'ymin': 467, 'xmax': 1829, 'ymax': 753, 'class': 'truck', 'class_id': 1}",,
796.jpg,truck,"{'xmin': 1322, 'ymin': 590, 'xmax': 1395, 'ymax': 649, 'class': 'truck', 'class_id': 1}",,
796.jpg,truck,"{'xmin': 1188, 'ymin': 540, 'xmax': 1284, 'ymax': 631, 'class': 'truck', 'class_id': 1}",,
796.jpg,autorickshaw,"{'xmin': 906, 'ymin': 558, 'xmax': 1009, 'ymax': 670, 'class': 'autorickshaw', 'class_id': 5}",,
797.jpg,car,"{'xmin': 1533, 'ymin': 581, 'xmax': 1782, 'ymax': 723, 'class': 'car', 'class_id': 0}",,
797.jpg,car,"{'xmin': 1680, 'ymin': 580, 'xmax': 1874, 'ymax': 670, 'class': 'car', 'class_id': 0}",,
797.jpg,bus,"{'xmin': 0, 'ymin': 0, 'xmax': 659, 'ymax': 1080, 'class': 'bus', 'class_id': 2}",,
798.jpg,car,"{'xmin': 400, 'ymin': 585, 'xmax': 591, 'ymax': 694, 'class': 'car', 'class_id': 0}",,
798.jpg,motorcycle,"{'xmin': 861, 'ymin': 628, 'xmax': 956, 'ymax': 774, 'class': 'motorcycle', 'class_id': 4}",,
798.jpg,motorcycle,"{'xmin': 358, 'ymin': 650, 'xmax': 466, 'ymax': 792, 'class': 'motorcycle', 'class_id': 4}",,
798.jpg,scooter,"{'xmin': 349, 'ymin': 625, 'xmax': 536, 'ymax': 743, 'class': 'scooter', 'class_id': 6}",,
798.jpg,car,"{'xmin': 982, 'ymin': 564, 'xmax': 1105, 'ymax': 672, 'class': 'car', 'class_id': 0}",,
798.jpg,scooter,"{'xmin': 232, 'ymin': 646, 'xmax': 324, 'ymax': 789, 'class': 'scooter', 'class_id': 6}",,
798.jpg,autorickshaw,"{'xmin': 735, 'ymin': 555, 'xmax': 896, 'ymax': 709, 'class': 'autorickshaw', 'class_id': 5}",,
799.jpg,car,"{'xmin': 525, 'ymin': 650, 'xmax': 967, 'ymax': 1013, 'class': 'car', 'class_id': 0}",,
